NM_VOTAVEL,SG_PARTIDO,BAIRRO,QT_VOTOS
PROFESSORA INÊS REICHERT,PT,SAO JORGE,24
PROFESSORA INÊS REICHERT,PT,SAO JOSE,17
PROFESSORA INÊS REICHERT,PT,VILA NOVA,33
PROFESSORA INÊS REICHERT,PT,VILA ROSA,112
PROFESSORA LUCIANA MARTINS,PT,BOA SAUDE,72
PROFESSORA LUCIANA MARTINS,PT,CANUDOS,382
PROFESSORA LUCIANA MARTINS,PT,CENTRO,216
PROFESSORA LUCIANA MARTINS,PT,GUARANI,80
PROFESSORA LUCIANA MARTINS,PT,HAMBURGO VELHO,114
PROFESSORA LUCIANA MARTINS,PT,IDEAL,133
PROFESSORA LUCIANA MARTINS,PT,INDUSTRIAL,90
PROFESSORA LUCIANA MARTINS,PT,JARDIM MAUA,90
PROFESSORA LUCIANA MARTINS,PT,LIBERDADE,63
PROFESSORA LUCIANA MARTINS,PT,LOMBA GRANDE,112
PROFESSORA LUCIANA MARTINS,PT,OPERARIO,98
PROFESSORA LUCIANA MARTINS,PT,OURO BRANCO,70
PROFESSORA LUCIANA MARTINS,PT,PATRIA NOVA,141
PROFESSORA LUCIANA MARTINS,PT,PETROPOLIS,198
PROFESSORA LUCIANA MARTINS,PT,PRIMAVERA,110
PROFESSORA LUCIANA MARTINS,PT,RINCAO,82
PROFESSORA LUCIANA MARTINS,PT,RIO BRANCO,117
PROFESSORA LUCIANA MARTINS,PT,RONDONIA,84
PROFESSORA LUCIANA MARTINS,PT,ROSELANDIA,35
PROFESSORA LUCIANA MARTINS,PT,SANTO AFONSO,69
PROFESSORA LUCIANA MARTINS,PT,SAO JORGE,52
PROFESSORA LUCIANA MARTINS,PT,SAO JOSE,91
PROFESSORA LUCIANA MARTINS,PT,VILA NOVA,34
PROFESSORA LUCIANA MARTINS,PT,VILA ROSA,159
PROFESSORA MARCINHA,PSDB,CANUDOS,18
PROFESSORA MARCINHA,PSDB,CENTRO,14
PROFESSORA MARCINHA,PSDB,GUARANI,7
PROFESSORA MARCINHA,PSDB,HAMBURGO VELHO,10
PROFESSORA MARCINHA,PSDB,IDEAL,22
PROFESSORA MARCINHA,PSDB,INDUSTRIAL,18
PROFESSORA MARCINHA,PSDB,JARDIM MAUA,3
PROFESSORA MARCINHA,PSDB,LIBERDADE,18
PROFESSORA MARCINHA,PSDB,LOMBA GRANDE,7
PROFESSORA MARCINHA,PSDB,OPERARIO,2
PROFESSORA MARCINHA,PSDB,OURO BRANCO,9
PROFESSORA MARCINHA,PSDB,PATRIA NOVA,14
PROFESSORA MARCINHA,PSDB,PETROPOLIS,5
PROFESSORA MARCINHA,PSDB,PRIMAVERA,28
PROFESSORA MARCINHA,PSDB,RINCAO,2
PROFESSORA MARCINHA,PSDB,RIO BRANCO,4
PROFESSORA MARCINHA,PSDB,RONDONIA,5
PROFESSORA MARCINHA,PSDB,SANTO AFONSO,21
PROFESSORA MARCINHA,PSDB,SAO JORGE,2
PROFESSORA MARCINHA,PSDB,SAO JOSE,4
PROFESSORA MARCINHA,PSDB,VILA NOVA,1
PROFESSORA MARCINHA,PSDB,VILA ROSA,6
PSB,PSB,BOA SAUDE,1
PSB,PSB,CANUDOS,13
PSB,PSB,CENTRO,4
PSB,PSB,INDUSTRIAL,1
PSB,PSB,JARDIM MAUA,1
PSB,PSB,LIBERDADE,1
PSB,PSB,PATRIA NOVA,1
PSB,PSB,PETROPOLIS,2
PSB,PSB,PRIMAVERA,1
PSB,PSB,RIO BRANCO,1
PSB,PSB,RONDONIA,3
PSB,PSB,ROSELANDIA,1
PSB,PSB,SANTO AFONSO,2
PSB,PSB,SAO JOSE,1
PSDB,PSDB,BOA SAUDE,9
PSDB,PSDB,CANUDOS,73
PSDB,PSDB,CENTRO,13
PSDB,PSDB,GUARANI,10
PSDB,PSDB,HAMBURGO VELHO,7
PSDB,PSDB,IDEAL,7
PSDB,PSDB,INDUSTRIAL,18
PSDB,PSDB,JARDIM MAUA,9
PSDB,PSDB,LIBERDADE,11
PSDB,PSDB,LOMBA GRANDE,12
PSDB,PSDB,OPERARIO,5
PSDB,PSDB,OURO BRANCO,2
PSDB,PSDB,PATRIA NOVA,8
PSDB,PSDB,PETROPOLIS,9
PSDB,PSDB,PRIMAVERA,30
PSDB,PSDB,RINCAO,5
PSDB,PSDB,RIO BRANCO,6
PSDB,PSDB,RONDONIA,16
PSDB,PSDB,ROSELANDIA,2
PSDB,PSDB,SANTO AFONSO,18
PSDB,PSDB,SAO JORGE,9
PSDB,PSDB,SAO JOSE,16
PSDB,PSDB,VILA NOVA,2
PSDB,PSDB,VILA ROSA,5
PT,PT,BOA SAUDE,43
PT,PT,CANUDOS,234
PT,PT,CENTRO,71
PT,PT,GUARANI,26
PT,PT,HAMBURGO VELHO,39
PT,PT,IDEAL,40
PT,PT,INDUSTRIAL,41
PT,PT,JARDIM MAUA,28
PT,PT,LIBERDADE,32
PT,PT,LOMBA GRANDE,42
PT,PT,OPERARIO,32
PT,PT,OURO BRANCO,17
PT,PT,PATRIA NOVA,61
PT,PT,PETROPOLIS,19
PT,PT,PRIMAVERA,57
PT,PT,RINCAO,12
PT,PT,RIO BRANCO,46
PT,PT,RONDONIA,45
PT,PT,ROSELANDIA,10
PT,PT,SANTO AFONSO,75
PT,PT,SAO JORGE,33
PT,PT,SAO JOSE,47
PT,PT,VILA NOVA,20
PT,PT,VILA ROSA,39
PV,PV,BOA SAUDE,1
PV,PV,CANUDOS,1
PV,PV,OPERARIO,2
PV,PV,SAO JOSE,1
PV,PV,VILA NOVA,1
REGINA WAGNER,PDT,CANUDOS,20
REGINA WAGNER,PDT,CENTRO,1
REGINA WAGNER,PDT,GUARANI,2
REGINA WAGNER,PDT,HAMBURGO VELHO,1
REGINA WAGNER,PDT,INDUSTRIAL,1
REGINA WAGNER,PDT,JARDIM MAUA,2
REGINA WAGNER,PDT,PATRIA NOVA,1
REGINA WAGNER,PDT,PRIMAVERA,1
REGINA WAGNER,PDT,RIO BRANCO,2
REGINA WAGNER,PDT,RONDONIA,4
REGINA WAGNER,PDT,ROSELANDIA,4
REGINA WAGNER,PDT,SANTO AFONSO,2
REGINA WAGNER,PDT,SAO JOSE,10
REGINA WAGNER,PDT,VILA NOVA,1
RENATO SARAIVA,SOLIDARIEDADE,BOA SAUDE,1
RENATO SARAIVA,SOLIDARIEDADE,CANUDOS,15
RENATO SARAIVA,SOLIDARIEDADE,CENTRO,6
RENATO SARAIVA,SOLIDARIEDADE,HAMBURGO VELHO,6
RENATO SARAIVA,SOLIDARIEDADE,IDEAL,3
RENATO SARAIVA,SOLIDARIEDADE,INDUSTRIAL,1
RENATO SARAIVA,SOLIDARIEDADE,JARDIM MAUA,3
RENATO SARAIVA,SOLIDARIEDADE,LIBERDADE,1
RENATO SARAIVA,SOLIDARIEDADE,OURO BRANCO,1
RENATO SARAIVA,SOLIDARIEDADE,PATRIA NOVA,4
RENATO SARAIVA,SOLIDARIEDADE,RONDONIA,1
RENATO SARAIVA,SOLIDARIEDADE,SANTO AFONSO,6
RENATO SARAIVA,SOLIDARIEDADE,SAO JORGE,3
RENATO SARAIVA,SOLIDARIEDADE,SAO JOSE,7
RENATO SARAIVA,SOLIDARIEDADE,VILA NOVA,9
REPUBLICANOS,REPUBLICANOS,BOA SAUDE,3
REPUBLICANOS,REPUBLICANOS,CANUDOS,23
REPUBLICANOS,REPUBLICANOS,CENTRO,3
REPUBLICANOS,REPUBLICANOS,HAMBURGO VELHO,6
REPUBLICANOS,REPUBLICANOS,IDEAL,3
REPUBLICANOS,REPUBLICANOS,JARDIM MAUA,2
REPUBLICANOS,REPUBLICANOS,LIBERDADE,3
REPUBLICANOS,REPUBLICANOS,LOMBA GRANDE,1
REPUBLICANOS,REPUBLICANOS,OURO BRANCO,2
REPUBLICANOS,REPUBLICANOS,PATRIA NOVA,2
REPUBLICANOS,REPUBLICANOS,PETROPOLIS,4
REPUBLICANOS,REPUBLICANOS,RINCAO,1
REPUBLICANOS,REPUBLICANOS,RIO BRANCO,1
REPUBLICANOS,REPUBLICANOS,RONDONIA,8
REPUBLICANOS,REPUBLICANOS,SANTO AFONSO,9
REPUBLICANOS,REPUBLICANOS,SAO JORGE,7
REPUBLICANOS,REPUBLICANOS,SAO JOSE,7
REPUBLICANOS,REPUBLICANOS,VILA ROSA,1
RICARDINHO MORAES,SOLIDARIEDADE,BOA SAUDE,5
RICARDINHO MORAES,SOLIDARIEDADE,CANUDOS,43
RICARDINHO MORAES,SOLIDARIEDADE,CENTRO,2
RICARDINHO MORAES,SOLIDARIEDADE,GUARANI,6
RICARDINHO MORAES,SOLIDARIEDADE,HAMBURGO VELHO,4
RICARDINHO MORAES,SOLIDARIEDADE,IDEAL,3
RICARDINHO MORAES,SOLIDARIEDADE,INDUSTRIAL,2
RICARDINHO MORAES,SOLIDARIEDADE,JARDIM MAUA,8
RICARDINHO MORAES,SOLIDARIEDADE,LIBERDADE,2
RICARDINHO MORAES,SOLIDARIEDADE,LOMBA GRANDE,1
RICARDINHO MORAES,SOLIDARIEDADE,OPERARIO,6
RICARDINHO MORAES,SOLIDARIEDADE,OURO BRANCO,2
RICARDINHO MORAES,SOLIDARIEDADE,PATRIA NOVA,9
RICARDINHO MORAES,SOLIDARIEDADE,PETROPOLIS,1
RICARDINHO MORAES,SOLIDARIEDADE,PRIMAVERA,4
RICARDINHO MORAES,SOLIDARIEDADE,RINCAO,2
RICARDINHO MORAES,SOLIDARIEDADE,RIO BRANCO,5
RICARDINHO MORAES,SOLIDARIEDADE,RONDONIA,9
RICARDINHO MORAES,SOLIDARIEDADE,ROSELANDIA,2
RICARDINHO MORAES,SOLIDARIEDADE,SANTO AFONSO,4
RICARDINHO MORAES,SOLIDARIEDADE,SAO JORGE,29
RICARDINHO MORAES,SOLIDARIEDADE,SAO JOSE,5
RICARDINHO MORAES,SOLIDARIEDADE,VILA NOVA,3
RICARDINHO MORAES,SOLIDARIEDADE,VILA ROSA,5
RITA DE OLIVEIRA,PP,CANUDOS,10
RITA DE OLIVEIRA,PP,CENTRO,10
RITA DE OLIVEIRA,PP,GUARANI,3
RITA DE OLIVEIRA,PP,HAMBURGO VELHO,5
RITA DE OLIVEIRA,PP,IDEAL,7
RITA DE OLIVEIRA,PP,INDUSTRIAL,12
RITA DE OLIVEIRA,PP,JARDIM MAUA,1
RITA DE OLIVEIRA,PP,LIBERDADE,2
RITA DE OLIVEIRA,PP,LOMBA GRANDE,2
RITA DE OLIVEIRA,PP,OPERARIO,3
RITA DE OLIVEIRA,PP,OURO BRANCO,5
RITA DE OLIVEIRA,PP,PATRIA NOVA,7
RITA DE OLIVEIRA,PP,PETROPOLIS,2
RITA DE OLIVEIRA,PP,PRIMAVERA,2
RITA DE OLIVEIRA,PP,RINCAO,5
RITA DE OLIVEIRA,PP,RIO BRANCO,6
RITA DE OLIVEIRA,PP,RONDONIA,2
RITA DE OLIVEIRA,PP,ROSELANDIA,2
RITA DE OLIVEIRA,PP,SANTO AFONSO,10
RITA DE OLIVEIRA,PP,SAO JORGE,3
RITA DE OLIVEIRA,PP,SAO JOSE,1
RITA DE OLIVEIRA,PP,VILA ROSA,1
RODRIGO COLISSI,PSDB,BOA SAUDE,2
RODRIGO COLISSI,PSDB,CANUDOS,42
RODRIGO COLISSI,PSDB,CENTRO,2
RODRIGO COLISSI,PSDB,GUARANI,2
RODRIGO COLISSI,PSDB,HAMBURGO VELHO,5
RODRIGO COLISSI,PSDB,IDEAL,4
RODRIGO COLISSI,PSDB,INDUSTRIAL,1
RODRIGO COLISSI,PSDB,JARDIM MAUA,5
RODRIGO COLISSI,PSDB,LIBERDADE,6
RODRIGO COLISSI,PSDB,LOMBA GRANDE,1
RODRIGO COLISSI,PSDB,OPERARIO,1
RODRIGO COLISSI,PSDB,OURO BRANCO,3
RODRIGO COLISSI,PSDB,PATRIA NOVA,10
RODRIGO COLISSI,PSDB,PRIMAVERA,2
RODRIGO COLISSI,PSDB,RINCAO,3
RODRIGO COLISSI,PSDB,RONDONIA,2
RODRIGO COLISSI,PSDB,SANTO AFONSO,2
RODRIGO COLISSI,PSDB,SAO JORGE,27
RODRIGO COLISSI,PSDB,SAO JOSE,7
RODRIGO COLISSI,PSDB,VILA NOVA,2
RODRIGO COLISSI,PSDB,VILA ROSA,3
ROGER AGUIRRE,PL,BOA SAUDE,18
ROGER AGUIRRE,PL,CANUDOS,87
ROGER AGUIRRE,PL,CENTRO,6
ROGER AGUIRRE,PL,GUARANI,3
ROGER AGUIRRE,PL,HAMBURGO VELHO,4
ROGER AGUIRRE,PL,IDEAL,20
ROGER AGUIRRE,PL,INDUSTRIAL,14
ROGER AGUIRRE,PL,JARDIM MAUA,5
ROGER AGUIRRE,PL,LIBERDADE,10
ROGER AGUIRRE,PL,LOMBA GRANDE,8
ROGER AGUIRRE,PL,OPERARIO,5
ROGER AGUIRRE,PL,OURO BRANCO,6
ROGER AGUIRRE,PL,PATRIA NOVA,11
ROGER AGUIRRE,PL,PETROPOLIS,6
ROGER AGUIRRE,PL,PRIMAVERA,5
ROGER AGUIRRE,PL,RINCAO,5
ROGER AGUIRRE,PL,RIO BRANCO,1
ROGER AGUIRRE,PL,RONDONIA,83
ROGER AGUIRRE,PL,ROSELANDIA,2
ROGER AGUIRRE,PL,SANTO AFONSO,16
ROGER AGUIRRE,PL,SAO JORGE,2
ROGER AGUIRRE,PL,SAO JOSE,4
ROGER AGUIRRE,PL,VILA NOVA,1
ROGER AGUIRRE,PL,VILA ROSA,5
RUY NORONHA,MDB,BOA SAUDE,5
RUY NORONHA,MDB,CANUDOS,26
RUY NORONHA,MDB,CENTRO,31
RUY NORONHA,MDB,GUARANI,13
RUY NORONHA,MDB,HAMBURGO VELHO,19
RUY NORONHA,MDB,IDEAL,7
RUY NORONHA,MDB,INDUSTRIAL,8
RUY NORONHA,MDB,JARDIM MAUA,12
RUY NORONHA,MDB,LIBERDADE,3
RUY NORONHA,MDB,LOMBA GRANDE,3
RUY NORONHA,MDB,OPERARIO,14
RUY NORONHA,MDB,OURO BRANCO,7
RUY NORONHA,MDB,PATRIA NOVA,22
RUY NORONHA,MDB,PETROPOLIS,4
RUY NORONHA,MDB,PRIMAVERA,6
RUY NORONHA,MDB,RINCAO,4
RUY NORONHA,MDB,RIO BRANCO,10
RUY NORONHA,MDB,RONDONIA,3
RUY NORONHA,MDB,ROSELANDIA,1
RUY NORONHA,MDB,SANTO AFONSO,1
RUY NORONHA,MDB,SAO JORGE,3
RUY NORONHA,MDB,SAO JOSE,2
RUY NORONHA,MDB,VILA NOVA,3
RUY NORONHA,MDB,VILA ROSA,18
RÊ DOMINGUES,PDT,BOA SAUDE,52
RÊ DOMINGUES,PDT,CANUDOS,55
RÊ DOMINGUES,PDT,CENTRO,6
RÊ DOMINGUES,PDT,GUARANI,11
RÊ DOMINGUES,PDT,HAMBURGO VELHO,6
RÊ DOMINGUES,PDT,IDEAL,2
RÊ DOMINGUES,PDT,INDUSTRIAL,6
RÊ DOMINGUES,PDT,JARDIM MAUA,5
RÊ DOMINGUES,PDT,LIBERDADE,4
RÊ DOMINGUES,PDT,LOMBA GRANDE,1
RÊ DOMINGUES,PDT,OPERARIO,4
RÊ DOMINGUES,PDT,PATRIA NOVA,3
RÊ DOMINGUES,PDT,PETROPOLIS,5
RÊ DOMINGUES,PDT,PRIMAVERA,9
RÊ DOMINGUES,PDT,RINCAO,4
RÊ DOMINGUES,PDT,RIO BRANCO,2
RÊ DOMINGUES,PDT,SANTO AFONSO,8
RÊ DOMINGUES,PDT,SAO JORGE,9
RÊ DOMINGUES,PDT,SAO JOSE,11
RÊ DOMINGUES,PDT,VILA NOVA,1
RÊ DOMINGUES,PDT,VILA ROSA,5
SABINO PERES,REPUBLICANOS,BOA SAUDE,7
SABINO PERES,REPUBLICANOS,CANUDOS,88
SABINO PERES,REPUBLICANOS,CENTRO,12
SABINO PERES,REPUBLICANOS,GUARANI,7
SABINO PERES,REPUBLICANOS,HAMBURGO VELHO,13
SABINO PERES,REPUBLICANOS,IDEAL,9
SABINO PERES,REPUBLICANOS,INDUSTRIAL,15
SABINO PERES,REPUBLICANOS,JARDIM MAUA,9
SABINO PERES,REPUBLICANOS,LIBERDADE,9
SABINO PERES,REPUBLICANOS,LOMBA GRANDE,15
SABINO PERES,REPUBLICANOS,OPERARIO,6
SABINO PERES,REPUBLICANOS,OURO BRANCO,4
SABINO PERES,REPUBLICANOS,PATRIA NOVA,15
SABINO PERES,REPUBLICANOS,PETROPOLIS,4
SABINO PERES,REPUBLICANOS,PRIMAVERA,10
SABINO PERES,REPUBLICANOS,RINCAO,7
SABINO PERES,REPUBLICANOS,RIO BRANCO,8
SABINO PERES,REPUBLICANOS,RONDONIA,18
SABINO PERES,REPUBLICANOS,ROSELANDIA,7
SABINO PERES,REPUBLICANOS,SANTO AFONSO,10
SABINO PERES,REPUBLICANOS,SAO JORGE,11
SABINO PERES,REPUBLICANOS,SAO JOSE,212
SABINO PERES,REPUBLICANOS,VILA NOVA,3
SABINO PERES,REPUBLICANOS,VILA ROSA,3
SANDRA REGINA NH,REPUBLICANOS,BOA SAUDE,3
SANDRA REGINA NH,REPUBLICANOS,CANUDOS,113
SANDRA REGINA NH,REPUBLICANOS,CENTRO,20
SANDRA REGINA NH,REPUBLICANOS,GUARANI,12
SANDRA REGINA NH,REPUBLICANOS,HAMBURGO VELHO,17
SANDRA REGINA NH,REPUBLICANOS,IDEAL,8
SANDRA REGINA NH,REPUBLICANOS,INDUSTRIAL,6
SANDRA REGINA NH,REPUBLICANOS,JARDIM MAUA,4
SANDRA REGINA NH,REPUBLICANOS,LIBERDADE,5
SANDRA REGINA NH,REPUBLICANOS,LOMBA GRANDE,7
SANDRA REGINA NH,REPUBLICANOS,OPERARIO,4
SANDRA REGINA NH,REPUBLICANOS,OURO BRANCO,8
SANDRA REGINA NH,REPUBLICANOS,PATRIA NOVA,19
SANDRA REGINA NH,REPUBLICANOS,PETROPOLIS,13
SANDRA REGINA NH,REPUBLICANOS,PRIMAVERA,14
SANDRA REGINA NH,REPUBLICANOS,RINCAO,9
SANDRA REGINA NH,REPUBLICANOS,RIO BRANCO,4
SANDRA REGINA NH,REPUBLICANOS,RONDONIA,15
SANDRA REGINA NH,REPUBLICANOS,ROSELANDIA,1
SANDRA REGINA NH,REPUBLICANOS,SANTO AFONSO,7
SANDRA REGINA NH,REPUBLICANOS,SAO JORGE,120
SANDRA REGINA NH,REPUBLICANOS,SAO JOSE,116
SANDRA REGINA NH,REPUBLICANOS,VILA NOVA,10
SANDRA REGINA NH,REPUBLICANOS,VILA ROSA,4
SANDRO CASSIANO,PP,BOA SAUDE,40
SANDRO CASSIANO,PP,CANUDOS,108
SANDRO CASSIANO,PP,CENTRO,20
SANDRO CASSIANO,PP,GUARANI,16
SANDRO CASSIANO,PP,HAMBURGO VELHO,12
SANDRO CASSIANO,PP,IDEAL,8
SANDRO CASSIANO,PP,INDUSTRIAL,15
SANDRO CASSIANO,PP,JARDIM MAUA,6
SANDRO CASSIANO,PP,LIBERDADE,29
SANDRO CASSIANO,PP,LOMBA GRANDE,5
SANDRO CASSIANO,PP,OPERARIO,11
SANDRO CASSIANO,PP,OURO BRANCO,1
SANDRO CASSIANO,PP,PATRIA NOVA,18
SANDRO CASSIANO,PP,PETROPOLIS,27
SANDRO CASSIANO,PP,PRIMAVERA,261
SANDRO CASSIANO,PP,RINCAO,6
SANDRO CASSIANO,PP,RIO BRANCO,24
SANDRO CASSIANO,PP,RONDONIA,12
SANDRO CASSIANO,PP,ROSELANDIA,4
SANDRO CASSIANO,PP,SANTO AFONSO,14
SANDRO CASSIANO,PP,SAO JORGE,2
SANDRO CASSIANO,PP,SAO JOSE,8
SANDRO CASSIANO,PP,VILA NOVA,2
SANDRO CASSIANO,PP,VILA ROSA,9
SOLIDARIEDADE,SOLIDARIEDADE,CANUDOS,42
SOLIDARIEDADE,SOLIDARIEDADE,CENTRO,2
SOLIDARIEDADE,SOLIDARIEDADE,GUARANI,3
SOLIDARIEDADE,SOLIDARIEDADE,IDEAL,1
SOLIDARIEDADE,SOLIDARIEDADE,INDUSTRIAL,2
SOLIDARIEDADE,SOLIDARIEDADE,JARDIM MAUA,1
SOLIDARIEDADE,SOLIDARIEDADE,OPERARIO,1
SOLIDARIEDADE,SOLIDARIEDADE,PATRIA NOVA,1
SOLIDARIEDADE,SOLIDARIEDADE,PETROPOLIS,2
SOLIDARIEDADE,SOLIDARIEDADE,PRIMAVERA,2
SOLIDARIEDADE,SOLIDARIEDADE,RONDONIA,2
SOLIDARIEDADE,SOLIDARIEDADE,ROSELANDIA,1
SOLIDARIEDADE,SOLIDARIEDADE,SANTO AFONSO,5
SOLIDARIEDADE,SOLIDARIEDADE,SAO JORGE,2
SOLIDARIEDADE,SOLIDARIEDADE,SAO JOSE,5
SONIA DA CIA DA CASA,PSDB,BOA SAUDE,4
SONIA DA CIA DA CASA,PSDB,CANUDOS,44
SONIA DA CIA DA CASA,PSDB,CENTRO,2
SONIA DA CIA DA CASA,PSDB,GUARANI,1
SONIA DA CIA DA CASA,PSDB,HAMBURGO VELHO,2
SONIA DA CIA DA CASA,PSDB,IDEAL,3
SONIA DA CIA DA CASA,PSDB,INDUSTRIAL,34
SONIA DA CIA DA CASA,PSDB,LIBERDADE,19
SONIA DA CIA DA CASA,PSDB,LOMBA GRANDE,19
SONIA DA CIA DA CASA,PSDB,OPERARIO,1
SONIA DA CIA DA CASA,PSDB,PATRIA NOVA,3
SONIA DA CIA DA CASA,PSDB,PETROPOLIS,1
SONIA DA CIA DA CASA,PSDB,RINCAO,2
SONIA DA CIA DA CASA,PSDB,RIO BRANCO,1
SONIA DA CIA DA CASA,PSDB,RONDONIA,3
SONIA DA CIA DA CASA,PSDB,ROSELANDIA,1
SONIA DA CIA DA CASA,PSDB,SANTO AFONSO,35
SONIA DA CIA DA CASA,PSDB,VILA ROSA,3
TEIXEIRINHA,PL,CANUDOS,172
TEIXEIRINHA,PL,CENTRO,1
TEIXEIRINHA,PL,GUARANI,1
TEIXEIRINHA,PL,JARDIM MAUA,2
TEIXEIRINHA,PL,PATRIA NOVA,1
TEIXEIRINHA,PL,RONDONIA,1
TEIXEIRINHA,PL,SAO JORGE,9
TEIXEIRINHA,PL,SAO JOSE,1
TEIXEIRINHA,PL,VILA NOVA,1
TEIXEIRINHA,PL,VILA ROSA,1
TIA ANGELA,PL,CANUDOS,13
TIA ANGELA,PL,CENTRO,4
TIA ANGELA,PL,GUARANI,1
TIA ANGELA,PL,HAMBURGO VELHO,1
TIA ANGELA,PL,IDEAL,6
TIA ANGELA,PL,INDUSTRIAL,18
TIA ANGELA,PL,LIBERDADE,10
TIA ANGELA,PL,LOMBA GRANDE,3
TIA ANGELA,PL,OPERARIO,2
TIA ANGELA,PL,PATRIA NOVA,6
TIA ANGELA,PL,PRIMAVERA,10
TIA ANGELA,PL,RINCAO,3
TIA ANGELA,PL,RIO BRANCO,8
TIA ANGELA,PL,RONDONIA,3
TIA ANGELA,PL,SANTO AFONSO,62
TIA ANGELA,PL,SAO JORGE,2
TIA ANGELA,PL,SAO JOSE,2
TIA ANGELA,PL,VILA ROSA,1
TITA,PSDB,BOA SAUDE,37
TITA,PSDB,CANUDOS,71
TITA,PSDB,CENTRO,38
TITA,PSDB,GUARANI,18
TITA,PSDB,HAMBURGO VELHO,19
TITA,PSDB,IDEAL,24
TITA,PSDB,INDUSTRIAL,18
TITA,PSDB,JARDIM MAUA,13
TITA,PSDB,LIBERDADE,21
TITA,PSDB,LOMBA GRANDE,15
TITA,PSDB,OPERARIO,23
TITA,PSDB,OURO BRANCO,7
TITA,PSDB,PATRIA NOVA,20
TITA,PSDB,PETROPOLIS,46
TITA,PSDB,PRIMAVERA,480
TITA,PSDB,RINCAO,35
TITA,PSDB,RIO BRANCO,30
TITA,PSDB,RONDONIA,29
TITA,PSDB,ROSELANDIA,28
TITA,PSDB,SANTO AFONSO,17
TITA,PSDB,SAO JORGE,10
TITA,PSDB,SAO JOSE,37
TITA,PSDB,VILA NOVA,6
TITA,PSDB,VILA ROSA,29
TRAJANO ROCHA,NOVO,BOA SAUDE,5
TRAJANO ROCHA,NOVO,CANUDOS,27
TRAJANO ROCHA,NOVO,CENTRO,9
TRAJANO ROCHA,NOVO,GUARANI,10
TRAJANO ROCHA,NOVO,HAMBURGO VELHO,20
TRAJANO ROCHA,NOVO,IDEAL,11
TRAJANO ROCHA,NOVO,INDUSTRIAL,5
TRAJANO ROCHA,NOVO,JARDIM MAUA,4
TRAJANO ROCHA,NOVO,LIBERDADE,2
TRAJANO ROCHA,NOVO,LOMBA GRANDE,10
TRAJANO ROCHA,NOVO,OPERARIO,11
TRAJANO ROCHA,NOVO,OURO BRANCO,4
TRAJANO ROCHA,NOVO,PATRIA NOVA,10
TRAJANO ROCHA,NOVO,PETROPOLIS,7
TRAJANO ROCHA,NOVO,PRIMAVERA,11
TRAJANO ROCHA,NOVO,RINCAO,5
TRAJANO ROCHA,NOVO,RIO BRANCO,4
TRAJANO ROCHA,NOVO,RONDONIA,3
TRAJANO ROCHA,NOVO,ROSELANDIA,4
TRAJANO ROCHA,NOVO,SANTO AFONSO,8
TRAJANO ROCHA,NOVO,SAO JORGE,1
TRAJANO ROCHA,NOVO,SAO JOSE,5
TRAJANO ROCHA,NOVO,VILA NOVA,4
TRAJANO ROCHA,NOVO,VILA ROSA,5
TREINADOR JULIANO PILGER,REPUBLICANOS,BOA SAUDE,1
TREINADOR JULIANO PILGER,REPUBLICANOS,CANUDOS,39
TREINADOR JULIANO PILGER,REPUBLICANOS,CENTRO,6
TREINADOR JULIANO PILGER,REPUBLICANOS,HAMBURGO VELHO,7
TREINADOR JULIANO PILGER,REPUBLICANOS,IDEAL,5
TREINADOR JULIANO PILGER,REPUBLICANOS,INDUSTRIAL,4
TREINADOR JULIANO PILGER,REPUBLICANOS,JARDIM MAUA,3
TREINADOR JULIANO PILGER,REPUBLICANOS,LIBERDADE,2
TREINADOR JULIANO PILGER,REPUBLICANOS,LOMBA GRANDE,1
TREINADOR JULIANO PILGER,REPUBLICANOS,OPERARIO,3
TREINADOR JULIANO PILGER,REPUBLICANOS,OURO BRANCO,3
TREINADOR JULIANO PILGER,REPUBLICANOS,PATRIA NOVA,11
TREINADOR JULIANO PILGER,REPUBLICANOS,PETROPOLIS,1
TREINADOR JULIANO PILGER,REPUBLICANOS,PRIMAVERA,2
TREINADOR JULIANO PILGER,REPUBLICANOS,RIO BRANCO,2
TREINADOR JULIANO PILGER,REPUBLICANOS,RONDONIA,9
TREINADOR JULIANO PILGER,REPUBLICANOS,ROSELANDIA,1
TREINADOR JULIANO PILGER,REPUBLICANOS,SAO JORGE,4
TREINADOR JULIANO PILGER,REPUBLICANOS,SAO JOSE,8
TREINADOR JULIANO PILGER,REPUBLICANOS,VILA ROSA,3
UNIÃO,UNIÃO,BOA SAUDE,15
UNIÃO,UNIÃO,CANUDOS,9
UNIÃO,UNIÃO,GUARANI,1
UNIÃO,UNIÃO,IDEAL,2
UNIÃO,UNIÃO,INDUSTRIAL,5
UNIÃO,UNIÃO,JARDIM MAUA,2
UNIÃO,UNIÃO,LIBERDADE,1
UNIÃO,UNIÃO,LOMBA GRANDE,1
UNIÃO,UNIÃO,PATRIA NOVA,1
UNIÃO,UNIÃO,PETROPOLIS,2
UNIÃO,UNIÃO,PRIMAVERA,2
UNIÃO,UNIÃO,RINCAO,1
UNIÃO,UNIÃO,RIO BRANCO,1
UNIÃO,UNIÃO,ROSELANDIA,2
UNIÃO,UNIÃO,SANTO AFONSO,7
UNIÃO,UNIÃO,SAO JORGE,1
UNIÃO,UNIÃO,SAO JOSE,2
UNIÃO,UNIÃO,VILA NOVA,3
