NR_ZONA;NR_SECAO;NM_SECAO;ENDERECO;BAIRRO
172;56;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;57;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;58;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;59;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;60;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;61;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;62;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;63;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;64;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;65;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;66;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;67;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;68;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;69;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;70;EMEB SENADOR SALGADO FILHO;RUA VEREADOR OSCAR HORN, 1046;CANUDOS
172;1;ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS;RUA VEREADOR CARLOS EMILIO KOLLING, 92;CANUDOS
172;2;ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS;RUA VEREADOR CARLOS EMILIO KOLLING, 92;CANUDOS
172;3;ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS;RUA VEREADOR CARLOS EMILIO KOLLING, 92;CANUDOS
172;4;ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS;RUA VEREADOR CARLOS EMILIO KOLLING, 92;CANUDOS
172;5;ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS;RUA VEREADOR CARLOS EMILIO KOLLING, 92;CANUDOS
172;118;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;119;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;120;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;121;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;122;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;123;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;124;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;219;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;220;FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH);AVENIDA MAURICIO CARDOSO, 510;JARDIM MAUA
172;189;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;190;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;191;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;192;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;193;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;223;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;224;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;289;GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL);RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL);LOMBA GRANDE
172;275;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;276;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;278;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;279;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;281;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;282;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;284;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;292;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;294;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;301;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;302;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
172;306;INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP);RUA AMALEI THÖN, 50;CANUDOS
