NM_VOTAVEL,SG_PARTIDO,NR_SECAO,NM_SECAO,ENDERECO,BAIRRO,QT_VOTOS
FUFA,PT,257,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,10
FUFA,PT,257,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,9
FUFA,PT,258,EMEB MARTHA WARTENBERG,"RUA SILVIO GILBERTO CHRISTMANN, 1351",CANUDOS,17
FUFA,PT,259,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,23
FUFA,PT,259,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,15
FUFA,PT,260,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,22
FUFA,PT,260,EMEB MARTHA WARTENBERG,"RUA SILVIO GILBERTO CHRISTMANN, 1351",CANUDOS,14
FUFA,PT,261,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,15
FUFA,PT,262,EMEB MARTHA WARTENBERG,"RUA SILVIO GILBERTO CHRISTMANN, 1351",CANUDOS,16
FUFA,PT,263,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,16
FUFA,PT,263,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,18
FUFA,PT,264,EMEB ANITA GARIBALDI,"RUA MUNDO NOVO, 222",CANUDOS,13
FUFA,PT,265,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,13
FUFA,PT,265,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,14
FUFA,PT,266,EMEB MARTHA WARTENBERG,"RUA SILVIO GILBERTO CHRISTMANN, 1351",CANUDOS,17
FUFA,PT,267,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,20
FUFA,PT,268,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,17
FUFA,PT,269,EMEB HARRY ROTH,"AV. MONTEVIDEO, 540",SANTO AFONSO,16
FUFA,PT,269,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,14
FUFA,PT,270,EMEB FRANCISCO XAVIER KUNST,"RUA QUATRO, N. 120, LOTEAM. MORADA DOS EUCALIPTOS",CANUDOS,36
FUFA,PT,271,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,18
FUFA,PT,271,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,12
FUFA,PT,272,EMEB PRESIDENTE DEODORO DA FONSECA,"RUA HAMBURGO, 635",CANUDOS,23
FUFA,PT,273,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,16
FUFA,PT,274,EMEB ANITA GARIBALDI,"RUA MUNDO NOVO, 222",CANUDOS,17
FUFA,PT,275,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,16
FUFA,PT,275,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,14
FUFA,PT,276,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,15
FUFA,PT,276,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,11
FUFA,PT,277,EMEB FRANCISCO XAVIER KUNST,"RUA QUATRO, N. 120, LOTEAM. MORADA DOS EUCALIPTOS",CANUDOS,39
FUFA,PT,277,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,13
FUFA,PT,278,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,14
FUFA,PT,279,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,16
FUFA,PT,280,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,18
FUFA,PT,280,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,22
FUFA,PT,281,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,26
FUFA,PT,281,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,9
FUFA,PT,282,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,12
FUFA,PT,282,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,16
FUFA,PT,283,EMEB HARRY ROTH,"AV. MONTEVIDEO, 540",SANTO AFONSO,30
FUFA,PT,284,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,9
FUFA,PT,285,EMEB FRANCISCO XAVIER KUNST,"RUA QUATRO, N. 120, LOTEAM. MORADA DOS EUCALIPTOS",CANUDOS,29
FUFA,PT,286,EMEB ANITA GARIBALDI,"RUA MUNDO NOVO, 222",CANUDOS,25
FUFA,PT,287,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,26
FUFA,PT,287,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,19
FUFA,PT,288,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,12
FUFA,PT,289,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,14
FUFA,PT,289,GINASIO DE ESPORTES-PAROQUIA SAO JOSE-LOMBA GRANDE(EX SALAO PAROQUIAL),"RUA JOAO ALOISIO ALLGAYER, 1311 (CENTRINHO DE LOMBA - ZONA RURAL)",LOMBA GRANDE,15
FUFA,PT,290,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,10
FUFA,PT,290,EMEB CASTRO ALVES,"ESTRADA DA INTEGRACAO LEOPOLDO PETRY, 1055",LOMBA GRANDE,24
FUFA,PT,291,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,14
FUFA,PT,291,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,15
FUFA,PT,292,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,16
FUFA,PT,293,CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR,"RUA DEMÉTRIO RIBEIRO, 1085",GUARANI,14
FUFA,PT,293,EMEB DARCY BORGES DE CASTILHOS,"RUA TABATINGA,430",LIBERDADE,20
FUFA,PT,294,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,9
FUFA,PT,295,EMEB ANITA GARIBALDI,"RUA MUNDO NOVO, 222",CANUDOS,20
FUFA,PT,295,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,18
FUFA,PT,296,EMEB FRANCISCO XAVIER KUNST,"RUA QUATRO, N. 120, LOTEAM. MORADA DOS EUCALIPTOS",CANUDOS,22
FUFA,PT,297,EEEF NO BAIRRO SANTO AFONSO,"AV. BUENOS AIRES, 793",SANTO AFONSO,25
FUFA,PT,297,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,17
FUFA,PT,298,EMEB PADRE REUS,"RUA FLAMENGO, 186",SANTO AFONSO,25
FUFA,PT,298,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,15
FUFA,PT,299,EMEB PRESIDENTE DEODORO DA FONSECA,"RUA HAMBURGO, 635",CANUDOS,11
FUFA,PT,300,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,15
FUFA,PT,301,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,23
FUFA,PT,301,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,18
FUFA,PT,302,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,29
FUFA,PT,303,EMEB CASTRO ALVES,"ESTRADA DA INTEGRACAO LEOPOLDO PETRY, 1055",LOMBA GRANDE,28
FUFA,PT,304,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,21
FUFA,PT,305,EMEB FRANCISCO XAVIER KUNST,"RUA QUATRO, N. 120, LOTEAM. MORADA DOS EUCALIPTOS",CANUDOS,7
FUFA,PT,305,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,12
FUFA,PT,306,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,21
FUFA,PT,306,INSTITUTO ESTADUAL SENO FREDERICO LUDWIG (CIEP),"RUA AMALEI THÖN, 50",CANUDOS,2
FUFA,PT,307,EEEM ANTONIO AUGUSTO BORGES DE MEDEIROS(POLI RONDONIA),"RUA IPIRANGA, 430",RONDONIA,10
FUFA,PT,307,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,13
FUFA,PT,309,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,13
FUFA,PT,312,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,11
FUFA,PT,314,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,19
FUFA,PT,315,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,12
FUFA,PT,317,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,15
FUFA,PT,319,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,11
FUFA,PT,321,EMEB PRESIDENTE RODRIGUES ALVES,"RUA TAQUARI, 494 (LOT. KEPHAS)",SAO JOSE,14
FUFA,PT,323,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,16
FUFA,PT,325,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,17
FUFA,PT,326,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,14
FUFA,PT,327,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,18
FUFA,PT,328,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,9
FUFA,PT,330,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,12
FUFA,PT,331,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,12
FUFA,PT,332,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,20
FUFA,PT,335,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,12
FUFA,PT,336,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,18
FUFA,PT,339,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,20
FUFA,PT,347,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,13
FUFA,PT,349,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,8
FUFA,PT,350,CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR,"RUA DEMÉTRIO RIBEIRO, 1085",GUARANI,10
FUFA,PT,352,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,18
FUFA,PT,357,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,10
FUFA,PT,359,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,26
FUFA,PT,360,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,7
FUFA,PT,361,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,20
FUFA,PT,364,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,24
FUFA,PT,365,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,18
FUFA,PT,366,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,9
FUFA,PT,369,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,17
FUFA,PT,375,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,11
FUFA,PT,377,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,19
FUFA,PT,378,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,15
FUFA,PT,380,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,13
FUFA,PT,381,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,20
FUFA,PT,384,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,22
FUFA,PT,385,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,16
FUFA,PT,386,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,22
FUFA,PT,388,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,13
FUFA,PT,394,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,21
FUFA,PT,398,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,9
FUFA,PT,399,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,11
FUFA,PT,400,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,10
FUFA,PT,401,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,16
FUFA,PT,404,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,20
FUFA,PT,406,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,28
FUFA,PT,408,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,12
FUFA,PT,412,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,11
FUFA,PT,413,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,17
FUFA,PT,414,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,14
FUFA,PT,417,EMEB PRESIDENTE AFFONSO PENNA,"RUA CAXAMBU, 298",VILA NOVA,20
FUFA,PT,418,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,7
FUFA,PT,421,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,14
FUFA,PT,422,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,16
FUFA,PT,426,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,19
FUFA,PT,430,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,16
FUFA,PT,432,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,9
FUFA,PT,436,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,19
FUFA,PT,440,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,10
FUFA,PT,441,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,22
FUFA,PT,443,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,17
FUFA,PT,449,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,22
FUFA,PT,452,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,19
FUFA,PT,454,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,18
FUFA,PT,455,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,12
FUFA,PT,457,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,13
FUFA,PT,462,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,10
FUFA,PT,463,EMEB PRESIDENTE AFFONSO PENNA,"RUA CAXAMBU, 298",VILA NOVA,27
FUFA,PT,464,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,21
FUFA,PT,467,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,10
FUFA,PT,468,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,12
FUFA,PT,471,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,11
FUFA,PT,472,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,15
FUFA,PT,474,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,23
FUFA,PT,475,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,26
FUFA,PT,477,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,15
FUFA,PT,480,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,18
FUFA,PT,485,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,16
FUFA,PT,488,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,17
FUFA,PT,490,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,21
FUFA,PT,492,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,23
FUFA,PT,493,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,12
FUFA,PT,494,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,20
FUFA,PT,495,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,15
FUFA,PT,496,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,18
FUFA,PT,497,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,16
FUFA,PT,498,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,25
FUFA,PT,499,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,21
FUFA,PT,500,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,22
FUFA,PT,501,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,25
FUFA,PT,502,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,15
FUFA,PT,503,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,19
FUFA,PT,508,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,8
FUFA,PT,509,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,27
FUFA,PT,510,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,15
FUFA,PT,511,EMEB PRESIDENTE RODRIGUES ALVES,"RUA TAQUARI, 494 (LOT. KEPHAS)",SAO JOSE,13
FUFA,PT,512,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,12
FUFA,PT,513,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,16
FUFA,PT,514,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,13
FUFA,PT,515,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,23
FUFA,PT,516,EMEB PRESIDENTE AFFONSO PENNA,"RUA CAXAMBU, 298",VILA NOVA,18
FUFA,PT,517,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,11
FUFA,PT,518,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,23
FUFA,PT,519,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,13
FUFA,PT,520,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,27
FUFA,PT,521,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,10
FUFA,PT,522,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,21
FUFA,PT,523,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,14
FUFA,PT,524,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,23
FUFA,PT,525,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,18
FUFA,PT,526,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,20
FUFA,PT,527,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,17
FUFA,PT,528,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,18
FUFA,PT,529,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,14
GUSTAVO FINCK,PP,1,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,125
GUSTAVO FINCK,PP,2,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,79
GUSTAVO FINCK,PP,3,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,68
GUSTAVO FINCK,PP,4,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,98
GUSTAVO FINCK,PP,4,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,64
GUSTAVO FINCK,PP,5,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,62
GUSTAVO FINCK,PP,5,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,109
GUSTAVO FINCK,PP,6,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,102
GUSTAVO FINCK,PP,8,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,141
GUSTAVO FINCK,PP,9,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,107
GUSTAVO FINCK,PP,10,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,117
GUSTAVO FINCK,PP,11,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,113
GUSTAVO FINCK,PP,12,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,92
GUSTAVO FINCK,PP,12,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,96
GUSTAVO FINCK,PP,13,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,108
GUSTAVO FINCK,PP,13,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,140
GUSTAVO FINCK,PP,14,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,122
GUSTAVO FINCK,PP,14,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,97
GUSTAVO FINCK,PP,15,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,118
GUSTAVO FINCK,PP,15,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,103
